2025-07-21 06:59:41,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.14,,交易成功,20250721020070011510740003449581	,FP301_7045256106360474	,,
2025-07-21 02:09:42,投资理财,兴银货币A,/,余额宝-2025.07.20-收益发放,不计收支,0.01,余额宝,交易成功,20250721368986161741	,	,,
2025-07-20 20:35:54,商业服务,啊鲤鱼潮流店,lin***@service.aliyun.com,天猫优选商品订单  备注: bid_LMALL201903220001 lid_1332466853,支出,1.00,花呗,交易成功,2025072022001428741414663732	,11200600725072014511110348154	,,
2025-07-20 20:32:37,其他,尚品好物精选店,lin***@service.aliyun.com,天猫优选商品订单  备注: bid_LMALL201903220001 lid_1332510701,支出,1.00,花呗,交易成功,2025072022001428741414574370	,11200600725072012279458348154	,,
2025-07-20 20:30:55,其他,上海药皂旗舰店,lin***@service.aliyun.com,天猫优选商品订单  备注: bid_LMALL201903220001 lid_1332556514,支出,0.01,花呗,交易成功,2025072022001428741413737040	,11200600725072050186830348154	,,
2025-07-20 20:29:19,商业服务,啊鲤鱼潮流店,lin***@service.aliyun.com,天猫优选商品订单  备注: bid_LMALL201903220001 lid_1332516613,支出,1.00,花呗,交易成功,2025072022001428741413634818	,11200600725072020024014348154	,,
2025-07-20 02:11:48,投资理财,兴银货币A,/,余额宝-2025.07.19-收益发放,不计收支,0.01,余额宝,交易成功,20250720364091727741	,	,,
2025-07-19 18:32:34,餐饮美食,**营,182******25,收钱码收款,支出,1.97,花呗&红包,交易成功,2025071922001428741407946755	,17529211527932597228740	,,
2025-07-19 18:31:50,餐饮美食,**营,182******25,收钱码收款,支出,1.48,花呗&红包,交易成功,2025071922001428741407671760	,17529211086932597228740	,,
2025-07-19 11:31:01,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.24,账户余额,交易成功,20250719019130101000740050725934	,20250719009130501000740026163916	,,
2025-07-19 10:43:29,转账红包,芝麻信用,zx2***@service.aliyun.com,现金红包-来自芝麻信用,收入,0.10,账户余额,交易成功,20250719200040011100740063968345	,202507190206383113898293740038593924S	,,
2025-07-19 08:43:16,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.14,,交易成功,20250719020070011520740089234167	,FP301_7036338014300474	,,
2025-07-19 02:02:48,投资理财,兴银货币A,/,余额宝-2025.07.18-收益发放,不计收支,0.01,余额宝,交易成功,20250719358255143741	,	,,
2025-07-18 16:30:00,日用百货,百品好炒货,193******02,好想你 一号店-条码支付,支出,14.46,花呗&红包,交易成功,2025071823001428741401648814	,21250718163000033837	,,
2025-07-18 11:28:48,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.11,账户余额,交易成功,20250718019130101000740049883084	,20250718009130501000740025688267	,,
2025-07-18 08:41:20,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.11,,交易成功,20250718020070011520740082374915	,FP301_7031486921390474	,,
2025-07-18 02:00:45,投资理财,兴银货币A,/,余额宝-2025.07.17-收益发放,不计收支,0.01,余额宝,交易成功,20250718350556415741	,	,,
2025-07-17 18:39:41,日用百货,新郑市易而购百货超市,/,易而购生活超市店内购物,支出,1.89,花呗&红包,交易成功,2025071722001428741459783455	,711266000048200000802025071708767187	,,
2025-07-17 11:20:47,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.10,账户余额,交易成功,20250717019130101000740048681324	,20250717009130501000740024928567	,,
2025-07-17 08:43:58,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.10,,交易成功,20250717020070011520740074755664	,FP301_7027283813880474	,,
2025-07-17 02:09:25,投资理财,兴银货币A,/,余额宝-2025.07.16-收益发放,不计收支,0.01,余额宝,交易成功,20250717343642609741	,	,,
2025-07-16 10:31:14,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.19,账户余额,交易成功,20250716019130101000740047619626	,20250716009130501000740023809972	,,
2025-07-16 08:34:40,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.14,,交易成功,20250716020070011520740067479210	,FP301_7022621434430474	,,
2025-07-15 18:41:25,日用百货,新郑市易而购百货超市,/,易而购生活超市店内购物,支出,1.99,花呗&红包,交易成功,2025071522001428741451251415	,681266000048200000802025071503430357	,,
2025-07-15 15:30:32,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-兴业添利债券-现金分红至余额宝,不计收支,5.89,余额宝,交易成功,20250715001080014304740030468120	,	,,
2025-07-15 14:41:10,投资理财,余额宝,mar***@hffunds.cn,转账收款到余额宝,不计收支,200.00,账户余额,交易成功,20250715019130125000740046925784	,20250715200040011100280062822292	,,
2025-07-15 14:41:03,转账红包,徐连h,187******36,转账,收入,200.00,账户余额,交易成功,20250715200040011100280062822292	,	,,
2025-07-15 14:36:51,教育培训,好想你教育咨询,/,好想你教育咨询,支出,99.98,花呗&红包,交易成功,2025071522001428741448023070	,182017112700203755012899563228	,,
2025-07-15 14:36:03,教育培训,好想你教育咨询,/,好想你教育咨询,支出,199.92,花呗&红包,交易成功,2025071522001428741451448699	,192017112700203755012899551565	,,
2025-07-15 10:28:01,转账红包,青云租,zx2***@service.aliyun.com,现金红包-来自青云租,收入,0.05,账户余额,交易成功,20250715200040011100740061697562	,202507150206383117274040740038276217S	,,
2025-07-15 10:13:56,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.25,账户余额,交易成功,20250715019130101000740047013350	,20250715009130501000740023382674	,,
2025-07-15 09:12:00,投资理财,余额宝,mar***@hffunds.cn,余额宝-小猪攒钱罐-自动攒入,不计收支,1.00,,交易关闭,20250715019130100000740046988531	,20250715009360020000740032746438	,,
2025-07-15 08:44:23,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.12,,交易成功,20250715020070011520740060409756	,FP301_7016949059170474	,,
2025-07-14 18:48:05,日用百货,新郑市易而购百货超市,/,易而购生活超市店内购物,支出,1.94,花呗&红包,交易成功,2025071422001428741447716229	,481266000048200000802025071400764816	,,
2025-07-14 17:29:58,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.13,,交易成功,20250714020070011560740057988508	,FP301_7014369205300474	,,
2025-07-14 14:38:41,投资理财,中国银行,mar***@hffunds.cn,余额宝-转出到银行卡,不计收支,1.34,中国银行储蓄卡(1285),交易成功,20250714019130201010740073979484	,LC2025071414384120889325972287406954	,,
2025-07-14 14:31:17,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-中银美元债债券(QDII)A-买入,不计收支,4384.70,余额宝,交易成功,20250714001080012204740028675437	,	,,
2025-07-14 14:28:18,投资理财,余额宝,mar***@hffunds.cn,余额宝-单次转入,不计收支,12.68,中国银行储蓄卡(1285),交易成功,20250714019130100010740046223594	,LC2025071414281820889325972287403411	,,
2025-07-14 14:27:34,投资理财,余额宝,mar***@hffunds.cn,余额宝-单次转入,不计收支,100.00,中国银行储蓄卡(1285),交易成功,20250714019130100010740046156088	,LC2025071414273420889325972287409771	,,
2025-07-14 14:23:37,投资理财,余额宝,mar***@hffunds.cn,余额宝-单次转入,不计收支,3887.32,中国银行储蓄卡(1285)&红包,交易成功,20250714019130100010740046290088	,0fde5bc0607b11f08647b3ce3c1817c3	,,
2025-07-14 11:24:40,投资理财,中国银行,mar***@hffunds.cn,余额宝-转出到银行卡,不计收支,1.00,中国银行储蓄卡(1285),交易成功,20250714019130201010740073633975	,LC2025071411243920889325972287402187	,,
2025-07-14 11:23:03,投资理财,中国银行,mar***@hffunds.cn,余额宝-转出到银行卡,不计收支,14.00,中国银行储蓄卡(1285),交易成功,20250714019130201010740073759941	,LC2025071411230320889325972287401253	,,
2025-07-14 02:12:45,投资理财,兴银货币A,/,余额宝-2025.07.13-收益发放,不计收支,0.01,余额宝,交易成功,20250714328547195741	,	,,
2025-07-13 11:33:50,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.13,账户余额,交易成功,20250713019130101000740045226862	,20250713009130501000740022344862	,,
2025-07-13 10:40:48,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.13,,交易成功,20250713020070011530740047055907	,FP301_7008911396550474	,,
2025-07-13 10:38:56,日用百货,新郑市易而购百货超市,/,易而购生活超市店内购物,支出,2.44,花呗&红包,交易成功,2025071322001428741441146089	,801266000048200000802025071396672140	,,
2025-07-13 10:38:35,日用百货,新郑市易而购百货超市,/,易而购生活超市店内购物,支出,1.94,花呗&红包,交易成功,2025071322001428741441469008	,921266000048200000802025071396671143	,,
2025-07-13 02:10:50,投资理财,兴银货币A,/,余额宝-2025.07.12-收益发放,不计收支,0.01,余额宝,交易成功,20250713322180334741	,	,,
2025-07-12 10:55:19,日用百货,新郑市易而购百货超市,/,易而购生活超市店内购物,支出,0.01,建设银行储蓄卡(7525)&红包,交易成功,2025071222001428741438364653	,641266000048200000802025071293915405	,,
2025-07-12 10:54:23,投资理财,中国建设银行,mar***@hffunds.cn,余额宝-转出到银行卡,不计收支,3.00,中国建设银行储蓄卡(7525),交易成功,20250712019130201010740072872119	,LC2025071210542320889325972287409043	,,
2025-07-12 02:02:20,投资理财,兴银货币A,/,余额宝-2025.07.11-收益发放,不计收支,0.01,余额宝,交易成功,20250712316825303741	,	,,
2025-07-11 18:29:00,日用百货,新郑市易而购百货超市,/,易而购生活超市店内购物,支出,1.95,花呗&红包,交易成功,2025071122001428741433788346	,141266000048200000802025071192384106	,,
2025-07-11 11:33:15,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.12,账户余额,交易成功,20250711019130101000740043981025	,20250711009130501000740021170590	,,
2025-07-11 09:06:58,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.12,,交易成功,20250711020070011520740031352416	,FP301_6998946751760474	,,
2025-07-11 02:00:31,投资理财,兴银货币A,/,余额宝-2025.07.10-收益发放,不计收支,0.01,余额宝,交易成功,20250711311477971741	,	,,
2025-07-10 22:39:53,文化休闲,惠民健康售水站,/,惠民健康售水站扫码收款,支出,1.44,花呗&红包,交易成功,2025071022001428741429248703	,31126600004822000020250710110113230266201856391800	,,
2025-07-10 21:31:50,日用百货,捌分生活便利店,/,捌分生活便利店,支出,13.95,花呗&红包,交易成功,2025071022001428741426959279	,20126600004928000025071021314988798282306	,,
2025-07-10 11:31:29,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.23,账户余额,交易成功,20250710019130101000740042912891	,20250710009130501000740020889797	,,
2025-07-10 08:41:44,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.13,,交易成功,20250710020070011520740023495103	,FP301_6991302056780474	,,
2025-07-10 08:40:57,转账红包,借呗,zi3***@service.aliyun.com,现金红包-来自借呗,收入,0.10,账户余额,交易成功,20250710200040011100740059638461	,202507100206383115744649740037943193S	,,
2025-07-10 02:09:35,投资理财,兴银货币A,/,余额宝-2025.07.09-收益发放,不计收支,0.01,余额宝,交易成功,20250710306039532741	,	,,
2025-07-09 11:21:51,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.21,账户余额,交易成功,20250709019130101000740042129686	,20250709009130501000740020284186	,,
2025-07-09 09:00:53,转账红包,芝麻信用,zx2***@service.aliyun.com,现金红包-来自芝麻信用,收入,0.10,账户余额,交易成功,20250709200040011100740059186176	,202507090206383117565292740037853722S	,,
2025-07-09 08:58:51,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.11,,交易成功,20250709020070011520740016187525	,FP301_6988494567440474	,,
2025-07-09 02:13:22,投资理财,兴银货币A,/,余额宝-2025.07.08-收益发放,不计收支,0.01,余额宝,交易成功,20250709397214873741	,	,,
2025-07-08 10:06:40,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.20,账户余额,交易成功,20250708019130101000740040797044	,20250708009130501000740019118712	,,
2025-07-08 08:58:00,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.10,,交易成功,20250708020070011520740008775110	,FP301_6984554696160474	,,
2025-07-08 02:14:36,投资理财,兴银货币A,/,余额宝-2025.07.07-收益发放,不计收支,0.01,余额宝,交易成功,20250708394708155741	,	,,
2025-07-07 16:43:12,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.10,,交易成功,20250707020070011560740005829132	,FP301_6981259637770474	,,
2025-07-07 12:32:32,其他,抖音电商商家,shg***@bytedance.com,抖音电商-订单编号6944130064625899275,支出,0.01,花呗,交易成功,2025070722001428741414703877	,2001052507070101866815183237	,,
2025-07-07 07:47:23,日用百货,拼多多平台商户,pdd***@yiran.com,商户单号XP1025070707200645729391001436,支出,6.09,花呗,交易成功,2025070722001428741413485894	,XP1025070707200645729391001436	,,
2025-07-07 07:36:51,日用百货,拼多多平台商户,pdd***@yiran.com,商户单号XP1025070707201757526581004124,支出,9.99,花呗,交易成功,2025070722001428741415270624	,XP1025070707201757526581004124	,,
2025-07-07 02:08:39,投资理财,兴银货币A,/,余额宝-2025.07.06-收益发放,不计收支,0.01,余额宝,交易成功,20250707389926450741	,	,,
2025-07-06 20:58:57,餐饮美食,淘特100官方旗舰店,lin***@service.aliyun.com,天猫优选商品订单  备注: bid_LMALL201903220001 lid_1327741772,支出,1.00,花呗,交易成功,2025070622001428741415747740	,11200600725070680516317348154	,,
2025-07-06 02:13:13,投资理财,兴银货币A,/,余额宝-2025.07.05-收益发放,不计收支,0.01,余额宝,交易成功,20250706381607304741	,	,,
2025-07-05 02:01:28,投资理财,兴银货币A,/,余额宝-2025.07.04-收益发放,不计收支,0.01,余额宝,交易成功,20250705376289153741	,	,,
2025-07-04 18:44:55,日用百货,新郑市易而购百货超市,/,易而购生活超市店内购物,支出,1.96,花呗&红包,交易成功,2025070422001428741400813766	,191266000048200000802025070473583451	,,
2025-07-04 10:56:38,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.12,账户余额,交易成功,20250704019130101000740037575311	,20250704009130501000740017322015	,,
2025-07-04 08:41:17,转账红包,火把购,zx2***@service.aliyun.com,现金红包-来自火把购,收入,0.06,账户余额,交易成功,20250704200040011100740056454005	,202507040206383115457092740037502497S	,,
2025-07-04 08:39:37,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.06,,交易成功,20250704020070011520740080592485	,FP301_6965672814540474	,,
2025-07-04 02:14:17,投资理财,兴银货币A,/,余额宝-2025.07.03-收益发放,不计收支,0.02,余额宝,交易成功,20250704374223700741	,	,,
2025-07-03 18:52:42,商业服务,**苹,152******28,收钱码收款,支出,4.94,花呗&红包,交易成功,2025070323001428741401399054	,47515399620932597228740	,,
2025-07-03 11:02:18,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.15,账户余额,交易成功,20250703019130101000740036701387	,20250703009130501000740016352848	,,
2025-07-03 10:11:21,商业服务,啊鲤鱼潮流店,lin***@service.aliyun.com,天猫优选商品订单  备注: bid_LMALL201903220001 lid_1326629063,不计收支,1.00,支付宝小荷包(马昊龙的合花群),交易成功,2025070322001428741400001973	,11100600725070392133448348154	,,
2025-07-03 08:57:09,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.08,,交易成功,20250703020070011520740073876514	,FP301_6959490903950474	,,
2025-07-03 02:02:22,投资理财,兴银货币A,/,余额宝-2025.07.02-收益发放,不计收支,0.01,余额宝,交易成功,20250703368813811741	,	,,
2025-07-02 17:23:41,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.07,,交易成功,20250702020070011560740071611770	,FP301_6959304542920474	,,
2025-07-02 11:06:23,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.07,账户余额,交易成功,20250702019130101000740036059408	,20250702009130501000740015901287	,,
2025-07-02 02:02:39,投资理财,兴银货币A,/,余额宝-2025.07.01-收益发放,不计收支,0.01,余额宝,交易成功,20250702359880682741	,	,,
2025-07-01 19:38:13,日用百货,新郑市易而购百货超市,/,易而购生活超市店内购物,支出,1.88,花呗&红包,交易成功,2025070122001428741450025071	,241266000048200000802025070165778388	,,
2025-07-01 10:22:05,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.07,,交易成功,20250701020070011530740061418924	,FP301_6950648966660474	,,
2025-07-01 08:45:58,投资理财,余额宝,mar***@hffunds.cn,余额宝-自动转入,不计收支,0.04,账户余额,交易成功,20250701019130101000740034939879	,20250701009130501000740015336339	,,
2025-07-01 02:00:32,投资理财,兴银货币A,/,余额宝-2025.06.30-收益发放,不计收支,0.01,余额宝,交易成功,20250701354928358741	,	,,
